,discount,order_priority,profit,quantity,sales,segment_Corporate,ship_mode_Second Class,ship_mode_Standard Class,shipping_cost,weeknum,year 
2441,0.0,Medium,26.46,14,191,0.0,0.0,1.0,15.2,37,2011
2442,0.0,Medium,1.26,1,16,0.0,0.0,1.0,1.0,38,2011
2443,0.0,Medium,0.88,1,7,0.0,0.0,1.0,0.639,38,2011
2444,0.0,Medium,1.35,1,9,0.0,0.0,1.0,1.1,40,2011
2445,0.0,Medium,21.15,1,49,0.0,0.0,1.0,4.06,41,2011
2446,0.0,Medium,39.36,2,98,0.0,0.0,1.0,9.71,43,2011
2447,0.0,Medium,60.12,12,355,0.0,0.0,1.0,25.15,51,2011
2448,0.0,Medium,2.4,2,13,0.0,0.0,1.0,0.801,52,2011
2449,0.0,Medium,3.12,2,12,0.0,0.0,1.0,0.27,4,2011
2450,0.0,Medium,17.73,3,85,0.0,0.0,1.0,5.17,7,2011
2451,0.0,Medium,10.26,3,33,0.0,0.0,1.0,0.48,27,2011
2452,0.0,Medium,16.65,3,37,0.0,0.0,1.0,1.79,33,2011
2453,0.0,Medium,12.84,4,31,0.0,0.0,1.0,1.46,35,2011
2454,0.0,Medium,6.0,2,101,0.0,0.0,1.0,7.53,36,2011
2455,0.0,Medium,16.2,4,37,0.0,0.0,1.0,2.88,36,2011
2456,0.0,Medium,15.0,5,252,0.0,0.0,1.0,22.64,38,2011
2457,0.0,Medium,8.64,2,31,0.0,0.0,1.0,1.65,42,2011
2458,0.0,Medium,36.0,12,604,0.0,0.0,1.0,27.69,48,2011
2459,0.0,Medium,1.95,1,9,0.0,0.0,1.0,0.72,49,2011
2460,0.0,Medium,105.75,5,246,0.0,0.0,1.0,23.91,49,2011
2461,0.0,Medium,28.38,3,109,1.0,0.0,1.0,6.108,3,2011
2462,0.0,Medium,211.5,6,1244,1.0,0.0,1.0,88.66,4,2011
2463,0.0,Medium,57.24,2,273,1.0,0.0,1.0,20.82,11,2011
2464,0.0,Medium,21.92,4,47,1.0,0.0,1.0,2.648,13,2011
2465,0.0,Medium,17.46,2,117,1.0,0.0,1.0,9.78,19,2011
2466,0.0,Medium,3.54,2,60,1.0,0.0,1.0,2.17,19,2011
2467,0.0,Medium,15.3,2,46,1.0,0.0,1.0,4.35,22,2011
2468,0.0,Medium,171.36,14,2859,1.0,0.0,1.0,83.05,22,2011
2469,0.0,Medium,7.56,3,51,1.0,0.0,1.0,3.21,23,2011
2470,0.0,Medium,9.72,4,123,1.0,0.0,1.0,12.39,23,2011
2471,0.0,Medium,7.76,2,41,1.0,0.0,1.0,2.853,27,2011
2472,0.0,Medium,161.16,2,424,1.0,0.0,1.0,16.06,29,2011
2473,0.0,Medium,431.04,8,1659,1.0,0.0,1.0,152.16,30,2011
2474,0.0,Medium,24.12,2,268,1.0,0.0,1.0,8.59,30,2011
2475,0.0,Medium,17.22,2,96,1.0,0.0,1.0,7.44,32,2011
2476,0.0,Medium,5.76,2,48,1.0,0.0,1.0,1.24,34,2011
2477,0.0,Medium,24.12,2,268,1.0,0.0,1.0,18.78,34,2011
2478,0.0,Medium,0.0,3,164,1.0,0.0,1.0,15.98,36,2011
2479,0.0,Medium,5.94,2,19,1.0,0.0,1.0,1.48,36,2011
2480,0.0,Medium,64.0,5,458,1.0,0.0,1.0,17.293,37,2011
2481,0.0,Medium,45.54,2,108,1.0,0.0,1.0,11.28,38,2011
2482,0.0,Medium,36.18,9,242,1.0,0.0,1.0,11.41,40,2011
2483,0.0,Medium,64.64,8,294,1.0,0.0,1.0,22.341,40,2011
2484,0.0,Medium,31.68,3,635,1.0,0.0,1.0,31.22,42,2011
2485,0.0,Medium,50.94,2,268,1.0,0.0,1.0,23.98,42,2011
2486,0.0,Medium,107.82,3,385,1.0,0.0,1.0,19.22,42,2011
2487,0.0,Medium,224.96,8,682,1.0,0.0,1.0,48.004,43,2011
2488,0.0,Medium,8.08,2,35,1.0,0.0,1.0,2.977,43,2011
2489,0.0,Medium,4.8,3,96,1.0,0.0,1.0,5.685,43,2011
2490,0.0,Medium,45.68,4,163,1.0,0.0,1.0,12.316,43,2011
2491,0.0,Medium,1.8,3,23,1.0,0.0,1.0,1.547,45,2011
2492,0.0,Medium,30.78,3,257,1.0,0.0,1.0,10.268,45,2011
2493,0.0,Medium,34.72,2,77,1.0,0.0,1.0,5.56,47,2011
2494,0.0,Medium,14.44,2,72,1.0,0.0,1.0,6.576,49,2011
2495,0.0,Medium,2.79,3,94,1.0,0.0,1.0,5.63,50,2011
2496,0.0,Medium,47.7,2,108,1.0,0.0,1.0,8.65,50,2011
2497,0.0,Medium,56.88,3,114,1.0,0.0,1.0,8.042,50,2011
2498,0.0,Medium,6.12,3,28,1.0,0.0,1.0,0.71,52,2011
2499,0.0,Medium,338.76,4,788,1.0,0.0,1.0,40.84,53,2011
2500,0.0,Medium,11.22,3,281,1.0,0.0,1.0,21.854,53,2011
2501,0.0,Medium,18.96,1,61,1.0,0.0,1.0,4.61,4,2011
2502,0.0,Medium,4.35,1,31,1.0,0.0,1.0,2.2,10,2011
2503,0.0,Medium,14.67,1,49,1.0,0.0,1.0,1.54,21,2011
2504,0.0,Medium,93.12,1,212,1.0,0.0,1.0,16.15,29,2011
2505,0.0,Medium,7.14,1,16,1.0,0.0,1.0,1.08,33,2011
2506,0.0,Medium,13.65,1,55,1.0,0.0,1.0,2.37,35,2011
2507,0.0,Medium,32.64,1,86,1.0,0.0,1.0,6.941,39,2011
2508,0.0,Medium,25.47,1,134,1.0,0.0,1.0,0.34,48,2011
2509,0.0,Medium,54.9,1,137,1.0,0.0,1.0,8.48,50,2011
2510,0.0,Medium,52.02,1,141,1.0,0.0,1.0,6.57,52,2011
2511,0.0,Medium,7.83,1,49,1.0,0.0,1.0,3.48,52,2011
2512,0.0,Medium,12.66,2,85,1.0,0.0,1.0,6.06,4,2011
2513,0.0,Medium,16.23,1,44,1.0,0.0,1.0,3.35,5,2011
2514,0.0,Medium,8.1,3,39,1.0,0.0,1.0,1.27,7,2011
2515,0.0,Medium,70.56,7,307,1.0,0.0,1.0,21.57,7,2011
2516,0.0,Medium,1.64,2,55,1.0,0.0,1.0,4.857,9,2011
2517,0.0,Medium,24.15,5,81,1.0,0.0,1.0,3.84,17,2011
2518,0.0,Medium,64.92,4,176,1.0,0.0,1.0,15.16,18,2011
2519,0.0,Medium,14.4,3,66,1.0,0.0,1.0,7.15,18,2011
2520,0.0,Medium,4.8,1,22,1.0,0.0,1.0,1.46,19,2011
2521,0.0,Medium,23.7,3,72,1.0,0.0,1.0,2.049,20,2011
2522,0.0,Medium,6.48,6,164,1.0,0.0,1.0,7.16,22,2011
2523,0.0,Medium,0.0,1,35,1.0,0.0,1.0,1.28,25,2011
2524,0.0,Medium,2.88,2,37,1.0,0.0,1.0,1.0,26,2011
2525,0.0,Medium,20.7,3,67,1.0,0.0,1.0,3.56,29,2011
2526,0.0,Medium,26.76,3,103,1.0,0.0,1.0,7.875,29,2011
2527,0.0,Medium,10.92,1,50,1.0,0.0,1.0,1.8,30,2011
2528,0.0,Medium,13.77,3,115,1.0,0.0,1.0,7.61,32,2011
2529,0.0,Medium,32.46,2,88,1.0,0.0,1.0,3.01,32,2011
2530,0.0,Medium,16.71,1,37,1.0,0.0,1.0,3.39,33,2011
2531,0.0,Medium,10.92,2,73,1.0,0.0,1.0,7.3,34,2011
2532,0.0,Medium,39.24,3,80,1.0,0.0,1.0,7.88,35,2011
2533,0.0,Medium,3.24,4,46,1.0,0.0,1.0,3.13,40,2011
2534,0.0,Medium,9.78,3,58,1.0,0.0,1.0,5.608,40,2011
2535,0.0,Medium,52.2,4,127,1.0,0.0,1.0,5.45,40,2011
2536,0.0,Medium,17.46,3,146,1.0,0.0,1.0,9.42,42,2011
2537,0.0,Medium,53.19,3,148,1.0,0.0,1.0,8.03,47,2011
2538,0.0,Medium,5.28,4,66,1.0,0.0,1.0,5.04,50,2011
2539,0.0,Medium,60.27,7,252,1.0,0.0,1.0,16.82,52,2011
2540,0.0,Medium,31.8,2,99,1.0,0.0,1.0,6.58,52,2011
2541,0.0,Medium,90.15,5,192,1.0,0.0,1.0,14.72,53,2011
2542,0.0,Medium,2.43,1,27,1.0,0.0,1.0,1.58,4,2011
2543,0.0,Medium,7.17,1,36,1.0,0.0,1.0,2.83,11,2011
2544,0.0,Medium,6.6,4,167,1.0,0.0,1.0,8.4,11,2011
2545,0.0,Medium,2.52,2,21,1.0,0.0,1.0,1.04,14,2011
2546,0.0,Medium,85.5,5,231,1.0,0.0,1.0,26.95,15,2011
2547,0.0,Medium,1.38,2,69,1.0,0.0,1.0,5.68,18,2011
2548,0.0,Medium,9.9,5,63,1.0,0.0,1.0,4.18,23,2011
2549,0.0,Medium,19.29,1,39,1.0,0.0,1.0,2.4,25,2011
2550,0.0,Medium,3.72,4,64,1.0,0.0,1.0,3.25,25,2011
2551,0.0,Medium,29.7,6,88,1.0,0.0,1.0,7.97,33,2011
2552,0.0,Medium,165.66,11,503,1.0,0.0,1.0,18.96,33,2011
2553,0.0,Medium,44.82,2,100,1.0,0.0,1.0,1.73,34,2011
2554,0.0,Medium,63.0,7,243,1.0,0.0,1.0,19.61,34,2011
2555,0.0,Medium,120.0,10,316,1.0,0.0,1.0,15.642,38,2011
2556,0.0,Medium,4.62,2,58,1.0,0.0,1.0,5.34,38,2011
2557,0.0,Medium,74.88,13,278,1.0,0.0,1.0,19.74,40,2011
2558,0.0,Medium,35.64,6,149,1.0,0.0,1.0,11.534,40,2011
2559,0.0,Medium,19.2,5,87,1.0,0.0,1.0,3.95,42,2011
2560,0.0,Medium,2.52,3,37,1.0,0.0,1.0,2.011,45,2011
2561,0.0,Medium,15.4,5,86,1.0,0.0,1.0,5.736,46,2011
2562,0.0,Medium,17.16,2,37,1.0,0.0,1.0,1.76,50,2011
2563,0.0,Medium,7.44,3,19,1.0,0.0,1.0,0.884,52,2011
2564,0.0,Medium,6.75,3,21,1.0,0.0,1.0,1.68,12,2011
2565,0.0,Medium,1.14,2,13,1.0,0.0,1.0,1.14,15,2011
2566,0.0,Medium,32.4,6,65,1.0,0.0,1.0,4.21,17,2011
2567,0.0,Medium,21.06,6,64,1.0,0.0,1.0,3.05,22,2011
2568,0.0,Medium,9.72,3,31,1.0,0.0,1.0,1.79,23,2011
2569,0.0,Medium,2.97,1,12,1.0,0.0,1.0,0.54,25,2011
2570,0.0,Medium,8.08,4,34,1.0,0.0,1.0,0.881,26,2011
2571,0.0,Medium,24.3,9,116,1.0,0.0,1.0,11.82,28,2011
2572,0.0,Medium,9.84,6,25,1.0,0.0,1.0,0.246,29,2011
2573,0.0,Medium,5.22,2,13,1.0,0.0,1.0,0.83,32,2011
2574,0.0,Medium,9.0,2,23,1.0,0.0,1.0,1.81,32,2011
2575,0.0,Medium,24.57,9,80,1.0,0.0,1.0,6.47,32,2011
2576,0.0,Medium,1.65,1,12,1.0,0.0,1.0,0.62,33,2011
2577,0.0,Medium,12.78,3,28,1.0,0.0,1.0,1.46,33,2011
2578,0.0,Medium,11.28,2,24,1.0,0.0,1.0,1.72,35,2011
2579,0.0,Medium,3.24,2,9,1.0,0.0,1.0,0.42,35,2011
2580,0.0,Medium,2.46,2,9,1.0,0.0,1.0,0.23,36,2011
2581,0.0,Medium,5.64,6,28,1.0,0.0,1.0,1.46,38,2011
2582,0.0,Medium,3.96,6,57,1.0,0.0,1.0,1.76,38,2011
2583,0.0,Medium,12.46,7,60,1.0,0.0,1.0,4.6,38,2011
2584,0.0,Medium,6.6,5,56,1.0,0.0,1.0,5.04,38,2011
2585,0.0,Medium,8.28,3,21,1.0,0.0,1.0,1.32,38,2011
2586,0.0,Medium,2.92,2,8,1.0,0.0,1.0,0.38,40,2011
2587,0.0,Medium,14.4,4,51,1.0,0.0,1.0,4.06,41,2011
2588,0.0,Medium,11.52,4,45,1.0,0.0,1.0,4.73,42,2011
2589,0.0,Medium,33.3,6,68,1.0,0.0,1.0,5.29,42,2011
2590,0.0,Medium,5.55,1,11,1.0,0.0,1.0,0.49,42,2011
2591,0.0,Medium,0.56,1,7,1.0,0.0,1.0,0.506,48,2011
2592,0.0,Medium,5.64,6,28,1.0,0.0,1.0,2.134,48,2011
2593,0.0,Medium,11.04,4,29,1.0,0.0,1.0,2.19,50,2011
2594,0.0,Medium,0.0,3,40,1.0,0.0,1.0,4.05,50,2011
2595,0.0,Medium,0.96,2,24,1.0,0.0,1.0,1.89,50,2011
2596,0.0,Medium,4.08,4,41,1.0,0.0,1.0,4.18,52,2011
2597,0.0,Medium,4.4,2,14,1.0,0.0,1.0,0.933,52,2011
2598,0.0,Medium,13.5,6,42,1.0,0.0,1.0,2.8,52,2011
2599,0.0,Medium,7.84,7,32,1.0,0.0,1.0,1.857,52,2011
2600,0.0,Medium,7.2,12,246,1.0,0.0,1.0,11.878,3,2011
2601,0.0,Medium,0.0,4,62,1.0,0.0,1.0,3.13,8,2011
2602,0.0,Medium,14.2,2,36,1.0,0.0,1.0,2.249,10,2011
2603,0.0,Medium,18.9,9,100,1.0,0.0,1.0,4.105,12,2011
2604,0.0,Medium,0.0,2,68,1.0,0.0,1.0,3.83,16,2011
2605,0.0,Medium,85.68,8,238,1.0,0.0,1.0,19.64,21,2011
2606,0.0,Medium,0.42,1,15,1.0,0.0,1.0,0.99,21,2011
2607,0.0,Medium,46.8,6,204,1.0,0.0,1.0,16.94,23,2011
2608,0.0,Medium,42.0,8,210,1.0,0.0,1.0,18.7,25,2011
2609,0.0,Medium,26.82,6,299,1.0,0.0,1.0,13.51,32,2011
2610,0.0,Medium,2.64,1,17,1.0,0.0,1.0,1.1,33,2011
2611,0.0,Medium,10.71,1,30,1.0,0.0,1.0,1.23,34,2011
2612,0.0,Medium,0.0,5,77,1.0,0.0,1.0,3.65,34,2011
2613,0.0,Medium,4.23,1,13,1.0,0.0,1.0,0.49,35,2011
2614,0.0,Medium,1.8,2,45,1.0,0.0,1.0,2.27,37,2011
2615,0.0,Medium,16.98,2,40,1.0,0.0,1.0,0.85,40,2011
2616,0.0,Medium,34.74,6,102,1.0,0.0,1.0,9.95,40,2011
2617,0.0,Medium,13.41,3,149,1.0,0.0,1.0,6.82,42,2011
2618,0.0,Medium,20.07,3,54,1.0,0.0,1.0,3.29,42,2011
2619,0.0,Medium,23.56,2,65,1.0,0.0,1.0,2.44,43,2011
2620,0.0,Medium,32.76,6,117,1.0,0.0,1.0,7.83,43,2011
2621,0.0,Medium,18.27,3,83,1.0,0.0,1.0,4.1,45,2011
2622,0.0,Medium,2.8,5,70,1.0,0.0,1.0,5.165,46,2011
2623,0.0,Medium,5.7,2,57,1.0,0.0,1.0,6.18,46,2011
2624,0.0,Medium,34.08,4,83,1.0,0.0,1.0,4.98,48,2011
2625,0.0,Medium,4.74,1,26,1.0,0.0,1.0,0.8,49,2011
2626,0.0,Medium,1.5,2,50,1.0,0.0,1.0,2.34,50,2011
2627,0.0,Medium,11.76,7,199,1.0,0.0,1.0,7.58,52,2011
2628,0.0,Medium,22.4,7,77,1.0,0.0,1.0,2.679,52,2011
2629,0.0,Medium,5.4,2,23,1.0,0.0,1.0,2.013,52,2011
2630,0.0,Medium,5.64,2,30,1.0,0.0,1.0,3.13,6,2011
2631,0.0,Medium,13.77,3,35,1.0,0.0,1.0,3.5,8,2011
2632,0.0,Medium,10.38,2,28,1.0,0.0,1.0,1.64,11,2011
2633,0.0,Medium,32.55,5,86,1.0,0.0,1.0,6.26,15,2011
2634,0.0,Medium,4.5,1,13,1.0,0.0,1.0,0.53,22,2011
2635,0.0,Medium,28.8,3,58,1.0,0.0,1.0,5.22,24,2011
2636,0.0,Medium,1.72,2,15,1.0,0.0,1.0,1.113,27,2011
2637,0.0,Medium,7.2,3,17,1.0,0.0,1.0,1.396,33,2011
2638,0.0,Medium,0.66,1,13,1.0,0.0,1.0,0.82,33,2011
2639,0.0,Medium,14.31,3,44,1.0,0.0,1.0,2.86,36,2011
2640,0.0,Medium,15.6,4,37,1.0,0.0,1.0,2.593,37,2011
2641,0.0,Medium,6.6,2,28,1.0,0.0,1.0,1.45,40,2011
2642,0.0,Medium,31.68,8,88,1.0,0.0,1.0,6.973,40,2011
2643,0.0,Medium,9.72,4,54,1.0,0.0,1.0,4.49,41,2011
2644,0.0,Medium,8.88,8,152,1.0,0.0,1.0,7.29,41,2011
2645,0.0,Medium,10.44,4,55,1.0,0.0,1.0,3.05,42,2011
2646,0.0,Medium,9.6,4,21,1.0,0.0,1.0,2.299,45,2011
2647,0.0,Medium,3.66,2,17,1.0,0.0,1.0,0.84,48,2011
2648,0.0,Medium,3.44,2,18,1.0,0.0,1.0,1.36,52,2011
2649,0.0,Medium,59.76,4,285,1.0,0.0,1.0,25.63,5,2011
2650,0.0,Medium,31.1,5,239,1.0,0.0,1.0,12.28,8,2011
2651,0.0,Medium,133.44,4,334,1.0,0.0,1.0,16.94,18,2011
2652,0.0,Medium,35.94,1,97,1.0,0.0,1.0,5.91,19,2011
2653,0.0,Medium,400.86,2,1084,1.0,0.0,1.0,76.32,30,2011
2654,0.0,Medium,124.92,1,379,1.0,0.0,1.0,17.133,35,2011
2655,0.0,Medium,8.16,4,275,1.0,0.0,1.0,10.86,35,2011
2656,0.0,Medium,40.02,3,125,1.0,0.0,1.0,11.546,36,2011
2657,0.0,Medium,581.64,4,2077,1.0,0.0,1.0,269.89,41,2011
2658,0.0,Medium,389.79,3,928,1.0,0.0,1.0,59.94,42,2011
2659,0.0,Medium,137.4,5,352,1.0,0.0,1.0,36.31,42,2011
2660,0.0,Medium,532.56,3,1133,1.0,0.0,1.0,76.936,48,2011
2661,0.0,Medium,14.58,2,91,1.0,0.0,1.0,4.36,2,2011
2662,0.0,Medium,16.08,6,81,1.0,0.0,1.0,4.85,11,2011
2663,0.0,Medium,14.4,3,76,1.0,0.0,1.0,4.54,15,2011
2664,0.0,Medium,50.56,4,133,1.0,0.0,1.0,8.698,17,2011
2665,0.0,Medium,15.9,2,47,1.0,0.0,1.0,2.61,23,2011
2666,0.0,Medium,4.41,1,19,1.0,0.0,1.0,1.76,30,2011
2667,0.0,Medium,76.41,9,178,1.0,0.0,1.0,11.0,31,2011
2668,0.0,Medium,18.99,3,70,1.0,0.0,1.0,2.13,32,2011
2669,0.0,Medium,36.66,2,108,1.0,0.0,1.0,8.07,32,2011
2670,0.0,Medium,16.05,1,32,1.0,0.0,1.0,2.94,33,2011
2671,0.0,Medium,7.95,1,23,1.0,0.0,1.0,1.62,34,2011
2672,0.0,Medium,18.48,4,109,1.0,0.0,1.0,6.96,35,2011
2673,0.0,Medium,18.92,2,39,1.0,0.0,1.0,2.152,35,2011
2674,0.0,Medium,9.0,2,31,1.0,0.0,1.0,2.05,36,2011
2675,0.0,Medium,3.66,1,19,1.0,0.0,1.0,1.535,36,2011
2676,0.0,Medium,18.16,2,39,1.0,0.0,1.0,3.312,37,2011
2677,0.0,Medium,12.12,2,36,1.0,0.0,1.0,2.7,37,2011
2678,0.0,Medium,6.0,4,100,1.0,0.0,1.0,8.09,37,2011
2679,0.0,Medium,18.06,2,52,1.0,0.0,1.0,2.77,37,2011
2680,0.0,Medium,6.08,2,19,1.0,0.0,1.0,1.658,40,2011
2681,0.0,Medium,7.62,2,38,1.0,0.0,1.0,2.07,40,2011
2682,0.0,Medium,67.86,6,162,1.0,0.0,1.0,10.54,42,2011
2683,0.0,Medium,22.68,3,52,1.0,0.0,1.0,3.027,43,2011
2684,0.0,Medium,4.92,2,33,1.0,0.0,1.0,1.96,45,2011
2685,0.0,Medium,1.71,1,16,1.0,0.0,1.0,1.64,45,2011
2686,0.0,Medium,6.84,1,30,1.0,0.0,1.0,2.43,49,2011
2687,0.0,Medium,17.55,3,80,1.0,0.0,1.0,4.4,50,2011
2688,0.0,Medium,28.95,5,132,1.0,0.0,1.0,16.09,50,2011
2689,0.0,Medium,15.12,2,38,1.0,0.0,1.0,2.38,51,2011
2690,0.0,Medium,16.68,4,93,1.0,0.0,1.0,5.49,51,2011
2691,0.0,Medium,78.36,4,207,1.0,0.0,1.0,11.81,52,2011
2692,0.0,Medium,39.33,3,152,1.0,0.0,1.0,3.06,52,2011
2693,0.0,Medium,49.56,4,108,1.0,0.0,1.0,9.0,15,2011
2694,0.0,Medium,59.4,9,457,1.0,0.0,1.0,18.0,21,2011
2695,0.0,Medium,4.56,1,24,1.0,0.0,1.0,0.98,22,2011
2696,0.0,Medium,13.68,2,60,1.0,0.0,1.0,6.03,22,2011
2697,0.0,Medium,16.74,2,51,1.0,0.0,1.0,3.33,25,2011
2698,0.0,Medium,39.0,4,205,1.0,0.0,1.0,7.77,34,2011
2699,0.0,Medium,81.6,5,248,1.0,0.0,1.0,10.24,43,2011
2700,0.0,Medium,8.28,2,55,1.0,0.0,1.0,4.04,52,2011
2701,0.0,Medium,48.75,5,257,1.0,0.0,1.0,7.28,3,2011
2702,0.0,Medium,7.56,1,19,1.0,0.0,1.0,1.44,7,2011
2703,0.0,Medium,8.4,2,38,1.0,0.0,1.0,1.32,8,2011
2704,0.0,Medium,0.48,2,26,1.0,0.0,1.0,1.52,13,2011
2705,0.0,Medium,88.92,13,330,1.0,0.0,1.0,31.29,23,2011
2706,0.0,Medium,31.05,3,89,1.0,0.0,1.0,4.23,27,2011
2707,0.0,Medium,21.72,4,60,1.0,0.0,1.0,7.33,28,2011
2708,0.0,Medium,24.6,5,50,1.0,0.0,1.0,2.84,33,2011
2709,0.0,Medium,23.16,1,53,1.0,0.0,1.0,2.68,35,2011
2710,0.0,Medium,63.09,3,137,1.0,0.0,1.0,12.65,37,2011
2711,0.0,Medium,1.35,5,71,1.0,0.0,1.0,2.79,39,2011
2712,0.0,Medium,19.08,4,58,1.0,0.0,1.0,2.71,39,2011
2713,0.0,Medium,82.8,8,237,1.0,0.0,1.0,15.73,40,2011
2714,0.0,Medium,13.62,2,38,1.0,0.0,1.0,3.08,53,2011
2715,0.0,Medium,39.27,11,127,1.0,0.0,1.0,5.2,15,2011
2716,0.0,Medium,17.9,5,38,1.0,0.0,1.0,2.811,16,2011
2717,0.0,Medium,9.8,5,22,1.0,0.0,1.0,1.135,16,2011
2718,0.0,Medium,5.28,4,60,1.0,0.0,1.0,5.22,19,2011
2719,0.0,Medium,18.72,6,41,1.0,0.0,1.0,2.59,19,2011
2720,0.0,Medium,0.96,4,24,1.0,0.0,1.0,1.73,21,2011
2721,0.0,Medium,3.99,7,47,1.0,0.0,1.0,2.83,21,2011
2722,0.0,Medium,12.48,4,27,1.0,0.0,1.0,1.75,22,2011
2723,0.0,Medium,8.88,8,100,1.0,0.0,1.0,4.64,22,2011
2724,0.0,Medium,4.32,8,112,1.0,0.0,1.0,7.02,23,2011
2725,0.0,Medium,1.92,4,48,1.0,0.0,1.0,1.29,24,2011
2726,0.0,Medium,5.4,3,45,1.0,0.0,1.0,3.44,24,2011
2727,0.0,Medium,8.16,4,19,1.0,0.0,1.0,1.48,27,2011
2728,0.0,Medium,0.0,4,51,1.0,0.0,1.0,1.67,29,2011
2729,0.0,Medium,8.91,3,34,1.0,0.0,1.0,1.81,39,2011
2730,0.0,Medium,10.62,3,43,1.0,0.0,1.0,2.77,40,2011
2731,0.0,Medium,34.38,9,77,1.0,0.0,1.0,6.46,43,2011
2732,0.0,Medium,3.48,3,16,1.0,0.0,1.0,0.861,47,2011
2733,0.0,Medium,43.26,7,206,1.0,0.0,1.0,15.62,47,2011
2734,0.0,Medium,5.85,3,27,1.0,0.0,1.0,1.08,51,2011
2735,0.0,Medium,42.45,5,142,1.0,0.0,1.0,6.35,51,2011
2736,0.0,Medium,12.96,3,86,1.0,0.0,1.0,5.31,52,2011
2737,0.0,Medium,42.06,3,100,1.0,0.0,1.0,7.82,52,2011
2738,0.0,Medium,4.65,1,17,1.0,0.0,1.0,1.29,3,2011
2739,0.0,Medium,0.0,1,28,1.0,0.0,1.0,3.11,14,2011
2740,0.0,Medium,8.61,1,31,1.0,0.0,1.0,3.49,19,2011
2741,0.0,Medium,5.01,1,13,1.0,0.0,1.0,0.33,25,2011
2742,0.0,Medium,6.09,1,13,1.0,0.0,1.0,1.26,32,2011
2743,0.0,Medium,4.68,1,34,1.0,0.0,1.0,3.437,35,2011
2744,0.0,Medium,1.95,1,9,1.0,0.0,1.0,0.62,35,2011
2745,0.0,Medium,11.82,1,32,1.0,0.0,1.0,2.33,35,2011
2746,0.0,Medium,11.82,1,32,1.0,0.0,1.0,2.35,36,2011
2747,0.0,Medium,0.0,1,28,1.0,0.0,1.0,1.94,45,2011
2748,0.0,Medium,2.4,1,11,1.0,0.0,1.0,0.66,50,2011
2749,0.0,Medium,1.59,1,9,1.0,0.0,1.0,0.71,51,2011
2750,0.0,Medium,5.31,1,12,1.0,0.0,1.0,0.53,52,2011
2751,0.0,Medium,4.48,2,11,1.0,0.0,1.0,0.702,8,2011
2752,0.0,Medium,4.38,2,10,1.0,0.0,1.0,0.62,31,2011
2753,0.0,Medium,3.72,2,12,1.0,0.0,1.0,0.71,34,2011
2754,0.0,Medium,2.7,2,17,1.0,0.0,1.0,0.57,35,2011
2755,0.0,Medium,4.08,2,10,1.0,0.0,1.0,0.38,36,2011
2756,0.0,Medium,0.48,2,12,1.0,0.0,1.0,1.41,38,2011
2757,0.0,Medium,1.92,2,98,1.0,0.0,1.0,5.09,41,2011
2758,0.0,Medium,27.06,2,56,1.0,0.0,1.0,2.83,42,2011
2759,0.0,Medium,21.12,2,101,1.0,0.0,1.0,0.83,42,2011
2760,0.0,Medium,13.16,2,37,1.0,0.0,1.0,4.252,45,2011
2761,0.0,Medium,27.84,2,61,1.0,0.0,1.0,2.26,45,2011
2762,0.0,Medium,1.8,2,5,1.0,0.0,1.0,0.175,47,2011
2763,0.0,Medium,15.36,2,55,1.0,0.0,1.0,3.48,48,2011
2764,0.0,Medium,0.0,2,26,1.0,0.0,1.0,1.53,50,2011
2765,0.0,Medium,9.06,2,22,1.0,0.0,1.0,1.76,50,2011
2766,0.0,Medium,0.2,2,7,1.0,0.0,1.0,0.699,50,2011
2767,0.0,Medium,9.12,8,66,1.0,0.0,1.0,3.614,3,2011
2768,0.0,Medium,2.22,3,13,1.0,0.0,1.0,0.812,11,2011
2769,0.0,Medium,5.58,3,18,1.0,0.0,1.0,1.413,11,2011
2770,0.0,Medium,6.16,4,23,1.0,0.0,1.0,0.759,48,2011
2771,0.0,Medium,6.18,2,17,1.0,0.0,1.0,2.08,3,2011
2772,0.0,Medium,22.2,4,202,1.0,0.0,1.0,18.96,4,2011
2773,0.0,Medium,4.11,1,11,1.0,0.0,1.0,0.62,5,2011
2774,0.0,Medium,3.9,10,133,1.0,0.0,1.0,8.94,5,2011
2775,0.0,Medium,59.1,5,160,1.0,0.0,1.0,14.79,7,2011
2776,0.0,Medium,77.04,6,309,1.0,0.0,1.0,13.8,9,2011
2777,0.0,Medium,139.2,10,498,1.0,0.0,1.0,35.26,15,2011
2778,0.0,Medium,1.2,5,31,1.0,0.0,1.0,2.68,17,2011
2779,0.0,Medium,1.8,4,62,1.0,0.0,1.0,5.71,29,2011
2780,0.0,Medium,10.26,3,33,1.0,0.0,1.0,1.0,37,2011
2781,0.0,Medium,95.52,8,239,1.0,0.0,1.0,16.28,39,2011
2782,0.0,Medium,23.1,5,50,1.0,0.0,1.0,3.0,50,2011
2783,0.0,Medium,2.25,3,46,1.0,0.0,1.0,3.38,50,2011
2784,0.0,Medium,18.6,2,104,1.0,0.0,1.0,1.07,51,2011
2785,0.0,Medium,147.0,14,420,0.0,0.0,1.0,20.03,5,2011
2786,0.0,Medium,15.18,2,40,0.0,0.0,1.0,2.6,5,2011
2787,0.0,Medium,2.85,1,24,0.0,0.0,1.0,2.12,6,2011
2788,0.0,Medium,2.04,2,16,0.0,0.0,1.0,1.045,11,2011
